Index,Score,Std,estimator__C,estimator__coef0,estimator__degree,estimator__epsilon,estimator__gamma
0,0.8976214734425234,0.004894809573472706,0.049999999999999996,1.5,3,0.1,0.01
1,0.9253139844895483,0.003068276158477689,0.049999999999999996,1.5,3,0.1,0.02141127368338324
2,0.9381787898133206,0.0021302191103863208,0.049999999999999996,1.5,3,0.1,0.04584426407447397
3,0.9485410743363083,0.002779669256820254,0.049999999999999996,1.5,3,0.1,0.09815840849118558
4,0.9542528048142997,0.0027384160136282635,0.049999999999999996,1.5,3,0.1,0.2101696548530104
5,0.9553752886361444,0.0031313893243401242,0.049999999999999996,1.5,3,0.1,0.45
6,0.9089533329840659,0.004602591296965802,0.049999999999999996,2.0,3,0.1,0.01
7,0.9284615906733554,0.0030557597912062675,0.049999999999999996,2.0,3,0.1,0.02141127368338324
8,0.9401273250269744,0.002413722774909197,0.049999999999999996,2.0,3,0.1,0.04584426407447397
9,0.9498542490002908,0.0031455854825450068,0.049999999999999996,2.0,3,0.1,0.09815840849118558
10,0.9547678925659506,0.0031713365320512345,0.049999999999999996,2.0,3,0.1,0.2101696548530104
11,0.9555764642369186,0.0033754653697437593,0.049999999999999996,2.0,3,0.1,0.45
12,0.9104925808236551,0.004425045212276483,0.07924465962305566,1.5,3,0.1,0.01
13,0.9300457650695506,0.0027164121024294417,0.07924465962305566,1.5,3,0.1,0.02141127368338324
14,0.9413395370678794,0.002328621144342798,0.07924465962305566,1.5,3,0.1,0.04584426407447397
15,0.9509140015683387,0.0030161888278387753,0.07924465962305566,1.5,3,0.1,0.09815840849118558
16,0.9550365211878408,0.0030745598423880605,0.07924465962305566,1.5,3,0.1,0.2101696548530104
17,0.9551391801862448,0.003371190994050879,0.07924465962305566,1.5,3,0.1,0.45
18,0.9162430831495352,0.004187569925775705,0.07924465962305566,2.0,3,0.1,0.01
19,0.932337002186691,0.0027774384447093346,0.07924465962305566,2.0,3,0.1,0.02141127368338324
20,0.9429166030094128,0.0027071920443101577,0.07924465962305566,2.0,3,0.1,0.04584426407447397
21,0.9517264828623183,0.0031882878788725565,0.07924465962305566,2.0,3,0.1,0.09815840849118558
22,0.9553311806569278,0.0033362861041839687,0.07924465962305566,2.0,3,0.1,0.2101696548530104
23,0.9551555715131419,0.0035873719430138443,0.07924465962305566,2.0,3,0.1,0.45
24,0.9181200050667344,0.0038897423646512726,0.125594321575479,1.5,3,0.1,0.01
25,0.9339195677833242,0.002547043492241068,0.125594321575479,1.5,3,0.1,0.02141127368338324
26,0.9443507976700275,0.002696109099159293,0.125594321575479,1.5,3,0.1,0.04584426407447397
27,0.9526790950959063,0.0030541063076326242,0.125594321575479,1.5,3,0.1,0.09815840849118558
28,0.9555144858026526,0.003248921906854625,0.125594321575479,1.5,3,0.1,0.2101696548530104
29,0.9541414186607838,0.003835189977467021,0.125594321575479,1.5,3,0.1,0.45
30,0.922147386449193,0.00401502480328957,0.125594321575479,2.0,3,0.1,0.01
31,0.9356787384040904,0.0026101284229359664,0.125594321575479,2.0,3,0.1,0.02141127368338324
32,0.9454396281040983,0.0029805913037364157,0.125594321575479,2.0,3,0.1,0.04584426407447397
33,0.953298993028706,0.003234250510302009,0.125594321575479,2.0,3,0.1,0.09815840849118558
34,0.9557057668691884,0.003337785639608046,0.125594321575479,2.0,3,0.1,0.2101696548530104
35,0.9539381654096422,0.0040089886681722855,0.125594321575479,2.0,3,0.1,0.45
36,0.924113666449658,0.003699661024431789,0.19905358527674863,1.5,3,0.1,0.01
37,0.9371933909983092,0.002449642403879374,0.19905358527674863,1.5,3,0.1,0.02141127368338324
38,0.9469842213309679,0.002998417067542484,0.19905358527674863,1.5,3,0.1,0.04584426407447397
39,0.9538513681381667,0.0032780231881099995,0.19905358527674863,1.5,3,0.1,0.09815840849118558
40,0.9557275930196528,0.0032350463216901932,0.19905358527674863,1.5,3,0.1,0.2101696548530104
41,0.953146153273385,0.00434130184941222,0.19905358527674863,1.5,3,0.1,0.45
42,0.9266382972021103,0.0037167019070790687,0.19905358527674863,2.0,3,0.1,0.01
43,0.9385045094928822,0.0025966851086503023,0.19905358527674863,2.0,3,0.1,0.02141127368338324
44,0.947682279838457,0.003132607924280626,0.19905358527674863,2.0,3,0.1,0.04584426407447397
45,0.9541062364993802,0.003338627961705732,0.19905358527674863,2.0,3,0.1,0.09815840849118558
46,0.9556888395132382,0.0032449087485150923,0.19905358527674863,2.0,3,0.1,0.2101696548530104
47,0.9529214874724163,0.004456292067634609,0.19905358527674863,2.0,3,0.1,0.45
48,0.9282876752451873,0.0034156243340844605,0.3154786722400966,1.5,3,0.1,0.01
49,0.9398092598109933,0.0025660629555050124,0.3154786722400966,1.5,3,0.1,0.02141127368338324
50,0.9491692387551014,0.003187224536455257,0.3154786722400966,1.5,3,0.1,0.04584426407447397
51,0.9546127579808641,0.003367364735738482,0.3154786722400966,1.5,3,0.1,0.09815840849118558
52,0.9556439953466157,0.003404494859203363,0.3154786722400966,1.5,3,0.1,0.2101696548530104
53,0.9517413808501114,0.00506312076384922,0.3154786722400966,1.5,3,0.1,0.45
54,0.9303862210795926,0.003384284485703492,0.3154786722400966,2.0,3,0.1,0.01
55,0.9408467488733245,0.002743623827266828,0.3154786722400966,2.0,3,0.1,0.02141127368338324
56,0.9496402516253631,0.0032540416167770887,0.3154786722400966,2.0,3,0.1,0.04584426407447397
57,0.9547144053971296,0.003601283168189783,0.3154786722400966,2.0,3,0.1,0.09815840849118558
58,0.9555510343608293,0.0034509377998910374,0.3154786722400966,2.0,3,0.1,0.2101696548530104
59,0.9515782121229414,0.005087814452796975,0.3154786722400966,2.0,3,0.1,0.45
60,0.9319151398574889,0.0030620614598137405,0.5,1.5,3,0.1,0.01
61,0.9422146967702313,0.002840983967405654,0.5,1.5,3,0.1,0.02141127368338324
62,0.9509574302042084,0.003316127313808836,0.5,1.5,3,0.1,0.04584426407447397
63,0.9550753986735254,0.003532717431349955,0.5,1.5,3,0.1,0.09815840849118558
64,0.9554823011206732,0.0034985560130039684,0.5,1.5,3,0.1,0.2101696548530104
65,0.9501407276046802,0.005192625495960888,0.5,1.5,3,0.1,0.45
66,0.9337387955268707,0.0029404280081685094,0.5,2.0,3,0.1,0.01
67,0.9430780906001299,0.0028935681180949045,0.5,2.0,3,0.1,0.02141127368338324
68,0.9513287056430112,0.0034548039748481933,0.5,2.0,3,0.1,0.04584426407447397
69,0.9552514961304002,0.0035731199355594854,0.5,2.0,3,0.1,0.09815840849118558
70,0.9554179115562731,0.0035557093045202755,0.5,2.0,3,0.1,0.2101696548530104
71,0.9499688283133564,0.0052681328260488925,0.5,2.0,3,0.1,0.45
